date,open,high,low,close,volume,bodysize,shadowsize,ema_3,rsi_3,Min_3,Max_3,volume_3,percentChange_3,RelativeSize_ema_3,Diff_3,ema_8,rsi_8,Min_8,Max_8,volume_8,percentChange_8,RelativeSize_ema_8,Diff_8,ema_21,rsi_21,Min_21,Max_21,volume_21,percentChange_21,RelativeSize_ema_21,Diff_21,ema_55,rsi_55,Min_55,Max_55,volume_55,percentChange_55,RelativeSize_ema_55,Diff_55,ema_144,rsi_144,Min_144,Max_144,volume_144,percentChange_144,RelativeSize_ema_144,Diff_144,ema_377,rsi_377,Min_377,Max_377,volume_377,percentChange_377,RelativeSize_ema_377,Diff_377,ATR(14),WeekDay,Day
2020-05-13,8818.1,9411.0,8808.1,9317.1,9472.11087761,499.0,602.8999999999996,9047.985807402958,65.98140378648952,8190.0,9411.0,11706.01399278666,0.06890380313199107,1.029742994554308,600.6000000000004,8585.621566071764,60.13588896795805,7995.6,10080.2,12968.008135273754,0.03209118904668018,1.0851980754449808,289.7000000000007,8002.037361736065,60.69644234084742,7035.2,10080.2,10764.794957339056,0.30548277263237544,1.1643409770307083,2180.2000000000007,8046.808182876969,55.074355419727,5680.0,10080.2,9912.838191024355,0.5065243754547659,1.1578628181825088,3132.6000000000004,8372.401088974228,52.59589004237066,3913.1,10516.6,7990.809050569169,0.30427661510464055,1.1128348846389913,2173.6000000000004,8557.977747331088,52.061913053706554,3913.1,13875.7,6814.976538751035,0.7284296447453855,1.0887034618553026,3926.6000000000004,576.093673288623,2,13
2020-05-14,9317.1,9947.0,9256.9,9788.5,12966.02053407,471.39999999999964,690.1000000000004,9200.753495837038,78.9607494588356,8531.8,9947.0,9930.744941206658,0.14207541886405006,1.063880257679862,1217.7000000000007,8685.455612604106,67.08789497593588,7995.6,10080.2,13168.509060363755,0.06790237941981858,1.1269990241841987,622.3999999999996,8060.040840415619,63.888871722082186,7370.0,10080.2,10838.726334079533,0.307748830995324,1.2144479406254787,2303.5,8068.805780811026,56.59814559865593,5688.1,10080.2,9734.897469679629,0.5770606431655603,1.2131287164302176,3581.7,8380.509183919305,53.221493715320904,3913.1,10516.6,8049.358989284447,0.30339547270306255,1.1680077886893052,2278.5,8562.481901739076,52.298699578600115,3913.1,13875.7,6835.220766345916,0.729416961130742,1.1431848980623147,4128.5,584.2369823394357,3,14
2020-05-15,9788.5,9847.1,9128.0,9312.1,11082.91558633,-476.39999999999964,719.1000000000004,9223.724221079367,50.02659530062394,8808.1,9947.0,11173.68233266999,0.05535092988202228,1.009581355296667,488.39999999999964,8737.464563106452,55.84051016727674,7995.6,10048.2,12278.025915870005,-0.0688831116888311,1.0657668403394642,-688.8999999999996,8100.6931196797195,58.81919801649764,7442.2,10080.2,11013.278252472865,0.2403233970004528,1.1495436084817612,1804.3000000000002,8084.506937460301,54.68881781183776,5688.1,10080.2,9734.793948154173,0.5028484740893759,1.1518451368816984,3115.8,8385.83822983931,52.51617563894093,3913.1,10516.6,8073.951961502015,0.27145002730748224,1.110455478006334,1988.1000000000004,8565.220779585192,52.03824344251569,3913.1,13875.7,6852.059507645227,0.6157022642491543,1.0871990623049625,3548.6000000000004,593.8700550294761,4,15
2020-05-16,9310.5,9590.0,9221.1,9386.0,4905.16528078,75.5,368.89999999999964,9257.201628916215,53.952748040370324,9128.0,9947.0,9651.367133726657,0.00739500488349365,1.0139133159508447,68.89999999999964,8791.29038220711,57.11511702470685,7995.6,9947.0,11668.235403183755,-0.04317243488455069,1.067647591188267,-423.5,8142.424892320569,59.34465172328261,7480.0,10080.2,10979.929427912864,0.24316234222063282,1.1527278573797217,1835.8999999999996,8100.941341391661,54.92904197858892,5688.1,10080.2,9608.810771835992,0.6111921723457214,1.158630781837951,3560.5,8391.554277406804,52.61427014157368,3913.1,10516.6,8074.223009928265,0.29403168213089215,1.11850554613829,2132.7,8568.214220169406,52.07536521512394,3913.1,13875.7,6860.725482455411,0.6411099260399,1.0954441332600604,3666.7,577.8007653845136,5,16
2020-05-17,9379.3,9888.0,9317.1,9673.0,6998.24963795,293.7000000000007,570.8999999999996,9342.980614167469,68.4104760587828,9128.0,9888.0,7662.110168353324,-0.011799560708995238,1.0353227090434178,-115.5,8864.468715551475,61.98517970035822,7995.6,9947.0,11542.506301272504,0.013973185739593497,1.0912103489101461,133.29999999999927,8192.120110027765,61.355389123591394,7629.7,10080.2,11098.013209391913,0.25559781409416016,1.1807688205351785,1969.1000000000004,8120.79021151471,55.85480771542183,5851.0,10080.2,9436.222857655626,0.4869871331724338,1.1911402398111905,3167.8999999999996,8398.87121577972,52.99403594610692,3913.1,10516.6,8099.484071321598,0.34494792897762827,1.1517023837472897,2480.8999999999996,8572.236172576535,52.219369847390546,3913.1,13875.7,6872.643442993767,0.7007771565214334,1.1284103476925802,3985.6000000000004,577.307853571334,6,17
2020-05-18,9675.6,9948.3,9400.0,9725.3,8025.34763434,49.69999999999891,548.2999999999993,9421.852902370803,70.90731849501167,9221.1,9948.3,6642.920851023325,0.04437237572620556,1.0322067326643192,413.1999999999989,8935.914231643632,62.86348046158465,8190.0,9948.3,9886.967581478753,0.11573452647278137,1.0883385569616386,1008.7999999999993,8241.899895263072,61.717669763923276,7671.1,10080.2,11177.367658120484,0.2480493814485909,1.1799827859580645,1932.8999999999996,8141.046735677197,56.02246557323861,5851.0,10080.2,9305.994862391082,0.4367410252622248,1.194600684133159,2956.2999999999993,8406.438132930662,53.06306457700878,3913.1,10516.6,8129.750159008194,0.35158084914182464,1.156887119873391,2529.7999999999993,8576.426323043077,52.245588142565005,3913.1,13875.7,6882.815737039975,0.6927696163754089,1.1339571557759596,3980.0999999999995,575.2358640305245,0,18
2020-05-19,9726.0,9900.0,9465.0,9779.3,8433.88252936,53.29999999999927,435.0,9495.594050600219,74.08025974635754,9317.1,9948.3,7819.159933883326,0.041902834008097134,1.0298776409235657,393.2999999999993,9005.911840435932,63.8490649728662,8531.8,9948.3,8654.724436547502,0.14100200681383313,1.0858756085187962,1208.5,8291.816698567265,62.10283254057246,7727.6,10080.2,11377.228461221914,0.26090151886330215,1.17939172505945,2023.499999999999,8161.727170765883,56.19741047328995,5851.0,10080.2,9238.354262711082,0.4618006248224935,1.1981900148571527,3089.3999999999996,8414.262874279595,53.1346207256076,3913.1,10516.6,8161.045217608611,0.3495390814749393,1.1622289612430579,2532.8999999999996,8580.789637888549,52.27270035850472,3913.1,13875.7,6898.623192038065,0.645764965247976,1.1396736678894233,3837.199999999999,565.2190165997727,1,19
2020-05-20,9779.2,9841.4,9310.0,9510.1,8928.34699991,-269.10000000000036,531.3999999999996,9498.586620331494,40.80319532027732,9310.0,9948.3,8462.525721203325,-0.016840690582032414,1.0012121150365532,-162.89999999999964,9047.757419143829,55.46281469081523,8808.1,9948.3,8851.504885043752,0.07779049605040966,1.0511002405831436,686.3999999999996,8331.37231038243,58.995855516234705,7995.6,10080.2,10827.575846602389,0.08316723425095973,1.1414806163624038,730.2000000000007,8178.746610154691,55.08477672657072,5851.0,10080.2,9273.2855792269,0.4053642677700606,1.1627820805931692,2743.1000000000004,8420.503088489704,52.73106222749421,3913.1,10516.6,8205.532641106249,0.30273557896467174,1.129398077532886,2210.0,8584.154601687284,52.124779117131624,3913.1,13875.7,6910.300680365863,0.546005787300452,1.1078668128985836,3358.7000000000007,562.8033725569317,2,20
2020-05-21,9510.1,9564.0,8800.0,9057.3,12850.78533232,-452.8000000000011,764.0,9407.549422666854,19.126323024312512,8800.0,9900.0,10071.004953863327,-0.06868682714157914,0.9627693241958472,-668.0,9048.549414772284,44.28219803654756,8800.0,9948.3,9273.839191882502,-0.027884212898863447,1.0009670705023095,-259.8000000000011,8354.941960430033,54.206281282668705,7995.6,10080.2,10297.356580251437,0.04956197274497076,1.0840649812884895,427.6999999999989,8189.834798458532,53.27767950836531,5851.0,10080.2,9325.77142333072,0.4204410011918951,1.1059197435465657,2680.8999999999996,8424.126077315463,52.06132879646475,3913.1,10516.6,8273.809952087708,0.2254498714652955,1.07516197132775,1666.2999999999993,8585.864775035256,51.87719830215809,3913.1,13875.7,6929.51504302825,0.42879904087331,1.054908298385448,2718.199999999999,577.1745602314365,3,21
2020-05-22,9057.5,9261.2,8925.0,9169.0,5948.22846448,111.5,336.2000000000007,9358.336802243886,32.412674067326066,8800.0,9841.4,9242.453598903325,-0.06240732976797925,0.9797681141163366,-610.2999999999993,9058.546326339816,47.278530894575795,8800.0,9948.3,8396.61518318375,-0.06328855289370183,1.012193311120904,-619.5,8381.373052067083,55.14942840009798,7995.6,10080.2,10175.441556855723,0.03902726469188411,1.0939734984995884,344.39999999999964,8202.19160140311,53.659645729503765,5851.0,10080.2,9269.415992913266,0.46661761412713143,1.1178719597859068,2917.2,8428.360201364723,52.212102842086004,3913.1,10516.6,8289.16337364993,0.2717588803972426,1.087874720697788,1959.3000000000002,8587.968764116975,51.93366781021742,3913.1,13875.7,6918.411519065837,0.2732953756422718,1.067656421657091,1968.0,559.9620916434768,4,22
