date,open,high,low,close,volume,bodysize,shadowsize,ema_20,rsi_20,Min_20,Max_20,volume_20,percentChange_20,RelativeSize_ema_20,Diff_20,ema_50,rsi_50,Min_50,Max_50,volume_50,percentChange_50,RelativeSize_ema_50,Diff_50,ema_100,rsi_100,Min_100,Max_100,volume_100,percentChange_100,RelativeSize_ema_100,Diff_100,ATR(14),WeekDay,Day,result
2020-09-14,10328.2,10745.0,10251.2,10674.9,4151.73228339,346.6999999999989,493.7999999999993,10764.851623082255,47.74984463258636,9850.0,12068.6,4027.8472513780093,-0.057819947043248,0.9916439514234103,-655.1000000000004,10050.839132606841,51.34507819405251,9850.0,12480.6,4676.4643918694,0.07397681999275618,1.06209042440731,735.2999999999993,9487.965742296834,52.380178336144375,8812.8,12480.6,4262.360638303796,0.10369106699751862,1.1250989189823777,1002.8999999999996,441.1664036485481,0,14,0
2020-09-15,10675.0,10935.0,10620.0,10785.2,4280.92435538,110.20000000000073,315.0,10765.544763518477,49.110752112905566,9850.0,12068.6,4104.76707851351,-0.05966258337329433,1.001825754006256,-684.2999999999993,10060.958644936542,51.866067152382534,9850.0,12480.6,4435.7401953648005,-0.023619195915300373,1.071985322733431,-260.89999999999964,9497.207295167445,52.630653889078985,8812.8,12480.6,4256.473715096697,0.10530145423614168,1.1356180469481736,1027.5,432.1545176736518,1,15,0
2020-09-16,10785.2,11097.9,10670.2,10951.1,4155.03620984,165.89999999999964,427.6999999999989,10771.865456218657,51.12616798790376,9850.0,12068.6,4077.15337972601,-0.03326300549969541,1.0166391368802208,-376.7999999999993,10073.224660378719,52.64431629208603,9850.0,12480.6,4349.0472032608,0.0015639290287177143,1.0871493855462444,17.100000000000364,9507.562647246768,53.0061918963939,8812.8,12480.6,4262.312078796796,0.11964134179881203,1.1518304329208136,1170.2000000000007,431.83633783981946,2,16,0
2020-09-17,10951.3,11043.2,10750.3,10944.8,3387.9454468,-6.5,292.90000000000146,10777.756241778154,51.04535792323834,9850.0,12068.6,4112.15045175651,-0.05096855869448358,1.0154989363717772,-587.8000000000011,10085.234688095732,52.61135419230246,9850.0,12480.6,4291.637896630401,-0.014709853981743293,1.085230075301953,-163.40000000000146,9517.797171181119,52.99007764879167,8812.8,12480.6,4237.135393997996,0.11932910615667813,1.149929947355854,1166.7999999999993,421.91231370840393,3,17,0
2020-09-18,10944.8,11039.1,10818.0,10934.7,2354.54057504,-10.099999999998545,221.10000000000036,10783.102322460525,50.909564476320696,9850.0,12068.6,4155.40073093551,-0.04757466749122441,1.0140588184184904,-546.1999999999989,10096.939901803351,52.557520644987136,9850.0,12480.6,4237.523674509401,-0.016203620398027696,1.0829716831380787,-180.09999999999854,9527.88474023614,52.964003516573506,8812.8,12480.6,4202.264561993796,0.10536371355788288,1.1476524221397113,1042.300000000001,407.5685770149465,4,18,0
2020-09-19,10934.8,11178.2,10898.9,11080.7,1827.56916142,145.90000000000146,279.3000000000011,10793.23959208992,52.81939124338192,9850.0,12068.6,4178.911192504511,-0.05399083077921296,1.0266333759625565,-632.3999999999996,10110.495465995564,53.26292870652627,9850.0,12480.6,4166.2384002358,-0.024259875662633656,1.095960137390646,-275.5,9538.937588465444,53.29953463402975,8812.8,12480.6,4098.060606420296,0.1958708368408557,1.1616283152328062,1814.9000000000015,398.4065357995933,5,19,0
2020-09-20,11078.0,11078.0,10766.2,10918.5,2298.82352174,-159.5,311.7999999999993,10797.506421516797,50.520901495042835,9850.0,12068.6,4170.6849814960115,-0.06334445693108803,1.0112056963672735,-738.3999999999996,10121.629100541937,52.38003035598657,9850.0,12480.6,4073.5031102872003,-0.07547904724002741,1.0787295099971008,-891.3999999999996,9548.755167069277,52.876256383814514,8812.8,12480.6,4073.5144255976957,0.15417547568710366,1.1434474765521847,1458.5,392.4132118139081,6,20,0
2020-09-21,10918.6,10985.0,10300.0,10415.0,6425.34807722,-503.60000000000036,685.0,10784.476848315537,44.231543776766365,9850.0,11955.3,4290.290879855011,-0.126756548277828,0.9657399377352971,-1511.7999999999993,10125.671461008587,49.76697016607934,9850.0,12480.6,4019.9454166854002,-0.05892239159310031,1.02857376324183,-652.1000000000004,9554.91846213131,51.59157695703946,8812.8,12480.6,4118.659763545796,0.09967268503853877,1.0900145345329133,944.0,413.3122681129147,0,21,1
2020-09-22,10417.9,10570.0,10362.8,10532.5,3177.44162823,114.60000000000036,207.20000000000073,10775.893591661244,45.8863857695973,9850.0,11478.0,4140.3005923665105,-0.07584518597162382,0.977413140767315,-864.3999999999996,10131.277089724505,50.35670473446466,9850.0,12480.6,3988.8070922092006,-0.06271969245281339,1.0396024022166395,-704.7999999999993,9561.872470474595,51.867239675752465,8812.8,12480.6,4123.630311810196,0.12883692017491222,1.10151019400463,1202.1000000000004,398.5899632477066,1,22,1
2020-09-23,10531.2,10534.0,10134.6,10230.7,4306.72297782,-300.5,399.39999999999964,10757.322296117462,42.478428684060106,9850.0,11178.2,3827.2791338525108,0.004970481625917289,0.9510452246738457,50.600000000000364,10132.647007094685,48.853499821161684,9850.0,12480.6,4006.6713158328002,-0.08634070104934133,1.0096769376093593,-966.7999999999993,9566.629183067424,51.11210049735988,8812.8,12480.6,4068.458598758996,0.08545086098055243,1.0694153399515012,805.4000000000015,398.6478230157275,2,23,1
2020-09-24,10230.7,10788.3,10192.4,10740.2,4593.25293705,509.5,595.8999999999996,10756.739047843388,49.1850408683816,9850.0,11178.2,3692.3473512380106,0.026434496731526425,0.9984624477948358,276.60000000000036,10141.018195518256,51.35498592366636,9850.0,12480.6,3993.9199604422006,-0.08562915034905494,1.0590849747953857,-1005.7999999999993,9574.973931771923,52.29643521300667,8812.8,12480.6,4058.7573233048956,0.12716587080862674,1.1216949598537909,1211.7000000000007,412.73726422888984,3,24,0
2020-09-25,10738.9,10761.6,10565.0,10695.1,3847.35826784,-43.79999999999927,196.60000000000036,10754.639395553746,48.656447635427135,9850.0,11178.2,3548.439077418011,0.052439432406368613,0.994463840825908,532.8999999999996,10148.652543670802,51.12911686483752,9850.0,12480.6,3982.5262851108005,-0.09144119271120921,1.053844335883781,-1076.3999999999996,9582.937041274603,52.18340289426248,8812.8,12480.6,4043.2922155207953,0.13138547143265167,1.1160565861943168,1242.0,397.2988882125406,4,25,1
2020-09-26,10695.1,10695.1,10695.1,10695.1,0.0,0.0,0.0,10752.611265131649,48.656447635427135,9850.0,11178.2,3423.5811842155113,0.04310891340180034,0.994651414087837,442.0,10156.181619458526,51.12911686483752,9850.0,12480.6,3877.226820434601,-0.07828672383332613,1.0530630901193165,-908.3999999999996,9590.841946341394,52.18340289426248,8812.8,12480.6,4006.7632463379955,0.14002025262484685,1.1151367168635122,1313.6000000000004,368.92039619735914,5,26,1
2020-09-27,10695.1,10695.1,10695.1,10695.1,0.0,0.0,0.0,10750.652220279555,48.656447635427135,9850.0,11178.2,3220.063668329511,0.03061460481430811,0.9948326651126558,317.7000000000007,10163.606876797623,51.12911686483752,9850.0,12480.6,3832.8670542468008,-0.09117097212780423,1.0522937505990828,-1072.8999999999996,9598.689094971971,52.18340289426248,8812.8,12480.6,3961.7019877255952,0.14975113146493801,1.1142250670044471,1393.0,342.5689393261192,6,27,1
2020-09-28,10695.1,10695.1,10695.1,10695.1,0.0,0.0,0.0,10748.75990768917,48.656447635427135,9983.2,11178.2,2943.444076612511,0.05648355773315039,0.9950078047932969,571.8000000000011,10170.92974946177,51.12911686483752,9850.0,12480.6,3800.496000076601,-0.084911229946524,1.051536119455153,-992.3999999999996,9606.478931398047,52.18340289426248,8812.8,12480.6,3940.4246831438954,0.14317627944760347,1.113321548548228,1339.5,318.09972937425357,0,28,1
2020-09-29,10695.1,10695.1,10695.1,10695.1,0.0,0.0,0.0,10746.93205421453,48.656447635427135,10134.6,11178.2,2784.971651282511,0.04549498030245269,0.9951770371345928,465.39999999999964,10178.15165136289,51.12911686483752,9850.0,12480.6,3661.9268732684013,-0.10115390756973452,1.0507900025804675,-1203.6000000000004,9614.211896119565,52.18340289426248,8812.8,12480.6,3920.282684993695,0.1519058235591888,1.1124260746028176,1410.3999999999996,295.3783201332355,1,29,1
2020-09-30,10841.4,10842.4,10670.0,10774.9,2473.82922088,-66.5,172.39999999999964,10747.884745135112,49.88796053017437,10134.6,11178.2,2722.958568755511,0.041043081709355445,1.0025135415484536,424.7999999999993,10186.373432070659,51.54627171584611,9850.0,12480.6,3566.096125939401,-0.054144684287683265,1.0577758681098839,-616.8000000000011,9622.455170155235,52.37492398611421,8812.8,12480.6,3892.642842768795,0.11150195997524248,1.119766193706899,1080.8999999999996,286.5941544094329,2,30,1
2020-10-01,10774.9,10930.0,10451.0,10616.1,5064.96171829,-158.79999999999927,479.0,10743.395672857214,47.50134240413929,10134.6,11178.2,2842.082217047011,0.020955549999038148,0.9881512627167943,217.89999999999964,10192.293986496925,50.668052661772954,9850.0,12480.6,3586.4089393824015,-0.08296909282518183,1.0415810232774434,-960.5,9629.510720518323,51.956620723738745,8812.8,12480.6,3907.0105874053947,0.1032809203620757,1.102454767237496,993.8000000000011,300.33742909447346,3,1,1
2020-10-02,10611.0,10655.5,10384.3,10574.8,3866.32730974,-36.20000000000073,271.2000000000007,10737.652685229648,46.88727209512709,10134.6,11178.2,2931.980282868011,0.012184733189758212,0.9848334929426742,127.29999999999927,10197.563906368554,50.43999006397636,9850.0,12480.6,3577.806408159002,-0.1034202092483002,1.0369927658306564,-1219.800000000001,9636.221617411527,51.84783726816266,8812.8,12480.6,3886.3000348275946,0.13928032751562158,1.097401078955321,1292.7999999999993,298.256184159154,4,2,1
2020-10-03,10574.8,10603.7,10504.1,10553.0,1221.43053437,-21.799999999999272,99.60000000000036,10731.362736809391,46.552891004988595,10134.6,11178.2,2871.662211252511,0.021765651323560675,0.9833793022206216,224.79999999999927,10202.460825189572,50.31800024332157,9850.0,12480.6,3531.2435511524022,-0.10359648675738586,1.0343582965734068,-1219.6000000000004,9642.728858660706,51.79002243188126,8812.8,12480.6,3836.070335314295,0.1429035576975144,1.0943997445828548,1319.5,284.06645671921444,5,3,1
2020-10-04,10553.0,10690.0,10531.2,10676.4,1234.25174381,123.39999999999964,158.79999999999927,10729.490504196183,48.73146690687562,10134.6,11178.2,2725.7881842735105,0.00014051653879665338,0.9950519081800371,1.5,10208.990321461033,51.0024717327549,9850.0,12480.6,3492.403097987802,-0.09966858655962485,1.0457841239751586,-1181.8999999999996,9650.064401144606,52.09545045909962,8812.8,12480.6,3795.435609888395,0.1667814170027213,1.1063553108240043,1526.1000000000004,275.11885266784196,6,4,1
2020-10-05,10676.4,10799.0,10632.0,10799.0,2274.02057894,122.60000000000036,167.0,10731.858252828559,50.82761265202482,10134.6,11178.2,2625.442995451511,0.0012795312094351363,1.0062563020857775,13.799999999999272,10217.118850437524,51.677397249366585,9850.0,12480.6,3498.7782621070014,-0.09380034908700319,1.0569515886112608,-1117.7999999999993,9658.216387031121,52.39809746674877,8915.1,12480.6,3775.6775208778945,0.19962230615418797,1.1181153504181893,1797.0,267.39607747728184,0,5,1
2020-10-06,10799.0,10803.6,10527.0,10605.4,3347.5426593,-193.60000000000036,276.60000000000036,10727.550620445492,47.59312091187989,10134.6,11178.2,2585.0683179245107,-0.03156760508076817,0.9886133727290284,-345.7000000000007,10222.468125619416,50.5552831236817,9850.0,12393.7,3427.3164665092017,-0.1378915109293838,1.0374598257167351,-1696.300000000001,9664.93563052746,51.87533997237441,8915.1,12480.6,3783.5274551108946,0.16367666260684444,1.0973068425310573,1491.699999999999,268.05350051461886,1,6,1
2020-10-07,10605.0,10676.6,10552.6,10669.9,2177.50587476,64.89999999999964,124.0,10725.58682864959,48.73715714194871,10134.6,11178.2,2524.546339322511,-0.025116950515313152,0.9948080389875879,-274.89999999999964,10228.632250389619,50.9176015820213,9850.0,12068.6,3349.758093434402,-0.10764405787404874,1.0431404452529391,-1287.1000000000004,9672.063437286344,52.0363733603133,8915.1,12480.6,3763.631763535994,0.16185550171503227,1.1031668753191732,1486.3999999999996,257.7639647635747,2,7,1
2020-10-08,10670.0,10969.6,10540.0,10934.1,4228.06693828,264.10000000000036,429.60000000000036,10732.689552816346,53.14714166092013,10134.6,11178.2,2618.222657484511,-5.487118988178885e-05,1.0187660740760738,-0.6000000000003638,10238.351161087705,52.37621921295236,9850.0,12068.6,3315.4045411318016,-0.07002398489461947,1.0679551646515688,-823.2999999999993,9681.012896907809,52.69135134474941,8915.1,12480.6,3779.0539138594945,0.19708996157172742,1.1294376029074848,1800.2000000000007,270.0379672804622,3,8,1
