date,open,high,low,close,volume,bodysize,shadowsize,sma_20,rsi_20,Min_20,Max_20,volume_20,percentChange_20,RelativeSize_sma_20,Diff_20,sma_50,rsi_50,Min_50,Max_50,volume_50,percentChange_50,RelativeSize_sma_50,Diff_50,sma_100,rsi_100,Min_100,Max_100,volume_100,percentChange_100,RelativeSize_sma_100,Diff_100,WeekDay,Day
2020-12-30,27376.2,28972.1,27346.0,28879.9,10428.39122144,1503.7000000000007,1626.0999999999985,23178.835,78.88595762007934,17572.0,28972.1,8022.232126939505,0.5828505658929599,1.2459599457867492,10634.400000000001,20101.032,73.65203681986085,15300.0,28972.1,7434.781412995998,0.8855171153055161,1.4367371784692449,13563.2,16171.974999999986,69.39946528040805,10134.6,28972.1,5793.694270106297,1.7729140662506002,1.7857991989228297,18464.9,2,30
2020-12-31,28880.0,29291.7,27844.0,28959.2,7612.52438637,79.20000000000073,1447.7000000000007,23725.22,79.01796499381905,18024.0,29291.7,8093.680137471005,0.6060338851454399,1.2206082809769518,10927.7,20366.042,73.73986526059717,15425.3,29291.7,7459.574776635197,0.8435134670596549,1.421935592590843,13250.5,16356.241999999986,69.46554206199534,10134.6,29291.7,5838.045097687696,1.7495086636600998,1.7705289515770204,18426.7,3,31
2021-01-01,28959.4,29670.0,28672.3,29398.9,5856.86897657,439.5,997.7000000000007,24254.82,79.75666571307433,18712.6,29670.0,8157.348564444005,0.5631975498354327,1.2120848557111537,10592.0,20627.863999999998,74.22596758492867,15735.0,29670.0,7385.874185761997,0.8027508308907396,1.4252033075261696,13091.100000000002,16547.923999999985,69.83041137437613,10192.4,29670.0,5853.546557675196,1.8735961371167171,1.7765914322545855,19168.2,4,1
2021-01-02,29398.7,33245.0,29028.7,32238.8,19615.91350889,2840.0999999999985,4216.299999999999,24908.555,83.66624429804949,19002.0,33245.0,8901.123655737005,0.6822496229929922,1.294286240209438,13074.7,20945.772,77.02844228128205,15735.0,33245.0,7657.233035973797,0.9725883231151413,1.5391554916190244,15895.4,16762.909999999985,72.01226804173109,10384.3,33245.0,6003.773163393596,2.0016945680713576,1.9232221613073164,21498.6,5,2
2021-01-03,32215.4,34771.0,32002.0,33082.7,12135.92577129,867.2999999999956,2769.0,25598.635000000002,84.596761233373,19048.9,34771.0,9350.257837265006,0.7158097826368828,1.2923618778891919,13801.599999999999,21285.824,77.76164464898756,15801.0,34771.0,7825.684571534196,1.0573690462123988,1.5542127943931132,17002.6,16986.785999999986,72.6069033632028,10384.3,34771.0,6086.658838428096,2.093257660049929,1.9475549995155073,22387.6,6,3
2021-01-04,33082.7,33652.3,27920.0,32048.0,16125.62840498,-1034.699999999997,5732.300000000003,26229.050000000007,78.8027484661712,19302.4,34771.0,9879.571684729006,0.6485851119101631,1.2218513442156689,12608.3,21607.537999999997,74.77563696869888,15884.3,34771.0,8106.533034353396,1.007730715498393,1.483186099221485,16085.7,17200.314999999984,70.74537642118901,10384.3,34771.0,6247.915122477895,1.9965124215762358,1.8632216909981025,21352.9,0,4
2021-01-05,32047.9,34499.0,29910.5,34050.0,10982.67553728,2002.0999999999985,4588.5,26862.645000000008,81.3976429665944,21264.4,34771.0,9836.521521725004,0.5927514606068829,1.2675594678037099,12671.900000000001,21954.115999999995,76.55322891850116,16210.0,34771.0,8193.595868772796,1.0363492832409351,1.55096201550543,17328.9,17433.863999999983,72.1413154403168,10384.3,34771.0,6357.741877850695,2.1837009471627193,1.9530954239404432,23354.9,1,5
2021-01-06,34049.7,36989.0,33373.4,36876.7,12345.59200165,2827.0,3615.5999999999985,27565.170000000006,84.2611886867009,21885.6,36989.0,9504.129031072505,0.6155426658839402,1.3378005649883526,14050.499999999996,22337.953999999994,78.7143918035425,16210.0,36989.0,8237.702143698996,1.0852200759974666,1.6508539680939447,19191.899999999998,17695.679999999982,73.91640332450804,10384.3,36989.0,6481.197797867196,2.4479995511963417,2.0839380006871755,26181.6,2,6
2021-01-07,36873.4,40376.9,36201.0,39489.0,16175.89556871,2615.5999999999985,4175.9000000000015,28383.09500000001,86.3110562824414,21885.6,40376.9,10010.376931925504,0.7072263893992781,1.391285904514641,16358.5,22771.733999999993,80.4165896518994,16210.0,40376.9,8285.023180498396,1.218483146067416,1.7341235410531324,21689.0,17983.61899999998,75.38074460137516,10384.3,40376.9,6642.9567535542965,2.6922515918504732,2.195831662136528,28793.9,3,7
2021-01-08,39489.0,41989.0,36618.0,40666.7,14072.21903592,1177.699999999997,5371.0,29222.855000000003,87.1078868903318,21885.6,41989.0,10401.231493566504,0.7035670150597992,1.3916059878475253,16795.199999999997,23228.503999999994,81.11146637800533,16210.0,41989.0,8429.789539407395,1.281032297147216,1.7507240242419404,22838.499999999996,18282.536999999982,75.99445409962557,10384.3,41989.0,6758.9406517046955,2.7742067211760664,2.2243466538588184,29891.799999999996,4,8
