date,open,high,low,close,volume,bodysize,shadowsize,sma_20,rsi_20,Min_20,Max_20,volume_20,percentChange_20,RelativeSize_sma_20,Diff_20,sma_50,rsi_50,Min_50,Max_50,volume_50,percentChange_50,RelativeSize_sma_50,Diff_50,sma_100,rsi_100,Min_100,Max_100,volume_100,percentChange_100,RelativeSize_sma_100,Diff_100,WeekDay,Day
2020-09-13,10447.5,10573.0,10217.2,10328.2,2427.79196668,-119.29999999999927,355.7999999999993,10857.4,43.21527551028777,9850.0,12068.6,4083.1587890885094,-0.12211002311981489,0.9512590491277839,-1436.5999999999985,11264.76,49.66691848325882,9666.7,12480.6,4697.925762957998,0.06364441515107822,0.9168593028169265,618.0,10308.156999999992,51.58590069389136,8812.8,12480.6,4247.654846800696,0.0738742110899695,1.001944382492429,710.5,6,13
2020-09-14,10328.2,10745.0,10251.2,10674.9,4151.73228339,346.6999999999989,493.7999999999993,10824.645,47.7498446325591,9850.0,12068.6,4027.8472513780093,-0.057819947043248,0.9861662899799485,-655.1000000000004,11279.466,51.345090591559284,9850.0,12480.6,4676.464391869398,0.07397681999275618,0.9464011860135931,735.2999999999993,10318.185999999992,52.38287897970964,8812.8,12480.6,4262.360638303796,0.10369106699751862,1.034571386869747,1002.8999999999996,0,14
2020-09-15,10675.0,10935.0,10620.0,10785.2,4280.92435538,110.20000000000073,315.0,10790.43,49.11075211288111,9850.0,12068.6,4104.76707851351,-0.05966258337329433,0.9995153112526564,-684.2999999999993,11274.248,51.866081081767156,9850.0,12480.6,4435.740195364798,-0.023619195915300373,0.9566225614338093,-260.89999999999964,10328.460999999992,52.63345115966711,8812.8,12480.6,4256.473715096697,0.10530145423614168,1.0442213994902056,1027.5,1,15
2020-09-16,10785.2,11097.9,10670.2,10951.1,4155.03620984,165.89999999999964,427.6999999999989,10771.59,51.12616798788325,9850.0,12068.6,4077.15337972601,-0.03326300549969541,1.0166651348593847,-376.7999999999993,11274.59,52.644332442658424,9850.0,12480.6,4349.047203260798,0.0015639290287177143,0.971308047565366,17.100000000000364,10340.162999999991,53.0091318428756,8812.8,12480.6,4262.312078796796,0.11964134179881203,1.059083884847851,1170.2000000000007,2,16
2020-09-17,10951.3,11043.2,10750.3,10944.8,3387.9454468,-6.5,292.90000000000146,10742.2,51.04535792321774,9850.0,12068.6,4112.15045175651,-0.05096855869448358,1.0188601962354078,-587.8000000000011,11271.322000000002,52.6113702292119,9850.0,12480.6,4291.637896630398,-0.014709853981743293,0.9710307273627705,-163.40000000000146,10351.830999999991,52.99300962907791,8812.8,12480.6,4237.135393997996,0.11932910615667813,1.0572815572433523,1166.7999999999993,3,17
2020-09-18,10944.8,11039.1,10818.0,10934.7,2354.54057504,-10.099999999998545,221.10000000000036,10714.890000000001,50.90956447629994,9850.0,12068.6,4155.40073093551,-0.04757466749122441,1.0205144429854156,-546.1999999999989,11267.72,52.55753649654184,9850.0,12480.6,4237.523674509398,-0.016203620398027696,0.970444774985534,-180.09999999999854,10362.253999999992,52.96692261603791,8812.8,12480.6,4202.264561993796,0.10536371355788288,1.0552433862362387,1042.300000000001,4,18
2020-09-19,10934.8,11178.2,10898.9,11080.7,1827.56916142,145.90000000000146,279.3000000000011,10683.27,52.81939124336466,9850.0,12068.6,4178.911192504511,-0.05399083077921296,1.0372011565747192,-632.3999999999996,11262.21,53.26294650324678,9850.0,12480.6,4166.2384002357985,-0.024259875662633656,0.9838832698022858,-275.5,10380.40299999999,53.30257903228543,8812.8,12480.6,4098.060606420296,0.1958708368408557,1.0674633730501613,1814.9000000000015,5,19
2020-09-20,11078.0,11078.0,10766.2,10918.5,2298.82352174,-159.5,311.7999999999993,10646.350000000002,50.520901495023246,9850.0,12068.6,4170.6849814960115,-0.06334445693108803,1.025562751553349,-738.3999999999996,11244.382,52.38004517335785,9850.0,12480.6,4073.503110287198,-0.07547904724002741,0.971018238263339,-891.3999999999996,10394.987999999988,52.87909371209104,8812.8,12480.6,4073.5144255976957,0.15417547568710366,1.050361962899814,1458.5,6,20
2020-09-21,10918.6,10985.0,10300.0,10415.0,6425.34807722,-503.60000000000036,685.0,10570.760000000002,44.231543776741795,9850.0,11955.3,4290.290879855011,-0.126756548277828,0.9852650140576457,-1511.7999999999993,11231.34,49.76697669590121,9850.0,12480.6,4019.945416685398,-0.05892239159310031,0.9273158857269035,-652.1000000000004,10404.427999999989,51.59380375091486,8812.8,12480.6,4118.659763545796,0.09967268503853877,1.0010161058349398,944.0,0,21
2020-09-22,10417.9,10570.0,10362.8,10532.5,3177.44162823,114.60000000000036,207.20000000000073,10527.540000000003,45.88638576957534,9850.0,11478.0,4140.3005923665105,-0.07584518597162382,1.0004711452058124,-864.3999999999996,11217.243999999999,50.35671287119549,9850.0,12480.6,3988.8070922091983,-0.06271969245281339,0.9389561286176891,-704.7999999999993,10416.448999999988,51.869569330195375,8812.8,12480.6,4123.630311810196,0.12883692017491222,1.0111411288050287,1202.1000000000004,1,22
