Date,Open,High,Low,Close,Volume,Market Cap
Jun-28-2020,9014.405433,9178.957416,8961.236007,9118.117533,16823321855,1.66863E+11
Jun-27-2020,9162.617899,9191.410748,8942.42619,9014.224272,16646055897,1.6795E+11
Jun-26-2020,9253.790442,9290.336556,9075.259418,9165.503578,18745051956,1.69288E+11
Jun-25-2020,9302.941246,9324.516686,9066.601837,9254.748296,21449477390,1.70176E+11
Jun-24-2020,9619.310236,9664.023908,9242.954368,9289.303605,18027557224,1.74052E+11
Jun-23-2020,9683.933632,9712.302931,9586.803715,9614.943606,19667576807,1.77451E+11
Jun-22-2020,9295.515457,9697.17513,9290.806476,9685.845287,16669106172,1.74538E+11
Jun-21-2020,9351.832,9449.308884,9289.8938,9289.8938,15448764610,1.72135E+11
Jun-20-2020,9316.226996,9373.053282,9252.759373,9348.977142,17932871013,1.71292E+11
Jun-19-2020,9393.868925,9412.352789,9263.216635,9305.901805,19527343337,1.71951E+11
Jun-18-2020,9461.519582,9461.908823,9302.884494,9401.552893,18874354829,1.7323E+11
Jun-17-2020,9522.880924,9540.093921,9309.953064,9463.405493,18609541664,1.73979E+11
Jun-16-2020,9422.305416,9566.212937,9381.984434,9520.484681,24399990285,1.74693E+11
Jun-15-2020,9352.512538,9485.445505,8960.66705,9421.65218,24311638546,1.70263E+11
Jun-14-2020,9470.194859,9470.194859,9295.788822,9352.845602,15802769087,1.73241E+11
Jun-13-2020,9464.718261,9472.851521,9378.910664,9463.820529,18853236922,1.73562E+11
Jun-12-2020,9304.399497,9538.688428,9263.997892,9460.375485,28635953788,1.73363E+11
Jun-11-2020,9864.195678,9924.656934,9257.352855,9314.37816,28078869433,1.77655E+11
Jun-10-2020,9771.820949,9966.962941,9716.219497,9864.561413,21335294208,1.7996E+11
Jun-09-2020,9774.133918,9841.159197,9657.177238,9769.869088,22201874671,1.78608E+11
Jun-08-2020,9747.856807,9778.403103,9667.039257,9773.301577,24804583215,1.78826E+11
Jun-07-2020,9661.568388,9769.288375,9456.736415,9742.573822,19781866056,1.77068E+11
Jun-06-2020,9636.570305,9723.004459,9568.15488,9662.323105,21994182984,1.77309E+11
Jun-05-2020,9793.271322,9836.166994,9641.720671,9641.917175,25839305932,1.79229E+11
Jun-04-2020,9654.855411,9854.888472,9506.048535,9803.990306,24537394171,1.78372E+11
Jun-03-2020,9542.709507,9652.629014,9454.878678,9652.629014,30774114397,1.75716E+11
Jun-02-2020,10167.40272,10174.00038,9396.444267,9538.727853,40117755690,1.81818E+11
Jun-01-2020,9454.105517,10232.61774,9433.579202,10177.77035,27483501151,1.76142E+11
May-31-2020,9694.273435,9694.273435,9420.259757,9449.860914,30164673989,1.75722E+11
May-30-2020,9415.670495,9708.464046,9351.301217,9693.552427,30240847831,1.74986E+11
May-29-2020,9540.936504,9558.557224,9374.994596,9418.13384,34433975805,1.7382E+11
May-28-2020,9177.54917,9566.465329,9123.65167,9536.159369,31339127072,1.71066E+11
May-27-2020,8855.989829,9189.868583,8846.784743,9165.144674,29023731427,1.65952E+11
May-26-2020,8894.327429,8985.206386,8745.730775,8850.3542,29122854004,1.62996E+11
May-25-2020,8765.90039,8944.683018,8708.154358,8897.213209,32589017641,1.62281E+11
May-24-2020,9178.757642,9278.961893,8791.793685,8791.793685,25780142755,1.67779E+11
May-23-2020,9167.548507,9294.044722,9114.398031,9180.527997,26003317556,1.69162E+11
May-22-2020,9059.871784,9244.4595,8973.510051,9160.70542,33446538581,1.67805E+11
May-21-2020,9519.329841,9558.120911,8859.743096,9073.693079,33726116883,1.70759E+11
May-20-2020,9769.895545,9805.300343,9441.170646,9524.434064,31304878616,1.77817E+11
May-19-2020,9724.567636,9852.625432,9518.785994,9761.178765,33953354777,1.77792E+11
May-18-2020,9672.109016,9901.963053,9563.109966,9733.739137,36680111315,1.78661E+11
May-17-2020,9383.519751,9835.576125,9349.102059,9667.578397,31980216369,1.76741E+11
May-16-2020,9307.561702,9556.384606,9235.124285,9380.484219,35516301774,1.72807E+11
May-15-2020,9772.438557,9803.130232,9240.452877,9293.972171,44345543412,1.75072E+11
May-14-2020,9298.001842,9836.468003,9273.449891,9772.561576,44963754585,1.7568E+11
May-13-2020,8804.984468,9363.647602,8804.984468,9302.896541,34610987893,1.65909E+11
May-12-2020,8583.604045,8940.956452,8566.733028,8792.063768,44269698683,1.61057E+11
May-11-2020,8747.339336,9108.0357,8303.339059,8593.856494,43551499512,1.59916E+11
May-10-2020,9554.216377,9554.216377,8388.959555,8745.152545,49096426545,1.59826E+11
May-09-2020,9814.400817,9900.431521,9559.705894,9570.005988,36759061346,1.78686E+11
May-08-2020,9943.631675,9995.180687,9753.752318,9822.885629,50787616034,1.81978E+11
May-07-2020,9170.342931,9985.692229,9086.608456,9968.105282,44195883978,1.73693E+11
May-06-2020,9013.045881,9353.209747,8936.688924,9198.252701,37332792656,1.67827E+11
May-05-2020,8876.401349,9060.014739,8826.544715,8967.997704,34606031419,1.63732E+11
May-04-2020,8895.401328,8933.90522,8571.361768,8883.306781,35712348408,1.60942E+11
May-03-2020,8973.683542,9157.860151,8765.817978,8894.362675,36776322130,1.64772E+11
May-02-2020,8822.562075,8992.528435,8778.174811,8974.922892,34889762274,1.62713E+11
May-01-2020,8629.225398,9025.379732,8629.225398,8832.981251,43425802328,1.61118E+11
Apr-30-2020,8756.427416,9425.798394,8476.196338,8607.329832,56288690521,1.63082E+11
Apr-29-2020,7747.510263,8878.881234,7731.959973,8759.78919,34278610731,1.50712E+11
Apr-28-2020,7772.739892,7772.739892,7668.774697,7754.222426,25836558088,1.41607E+11
Apr-27-2020,7676.112824,7766.689761,7651.244534,7766.689761,27154195068,1.41336E+11
Apr-26-2020,7536.121952,7667.006245,7529.539217,7665.828318,24111822560,1.39184E+11
Apr-25-2020,7499.599962,7600.653706,7452.971185,7535.263897,25858610306,1.38203E+11
Apr-24-2020,7470.507761,7584.586417,7430.217502,7497.353393,31706852571,1.37798E+11
Apr-23-2020,7114.279113,7612.469033,7043.728866,7464.891127,30103580671,1.33568E+11
Apr-22-2020,6848.632955,7127.934459,6828.232224,7106.551177,24916975279,1.28121E+11
Apr-21-2020,6850.014587,6909.394476,6793.922255,6851.005362,29393938160,1.25825E+11
Apr-20-2020,7130.802846,7193.471506,6802.728636,6856.785953,26956989051,1.29289E+11
Apr-19-2020,7238.814,7238.814,7084.171816,7133.148679,25713381020,1.313E+11
Apr-18-2020,7038.544102,7258.392591,7038.544102,7233.157423,24783424487,1.30947E+11
Apr-17-2020,7095.723993,7127.521096,7028.621059,7034.540358,30376034250,1.29518E+11
Apr-16-2020,6632.633868,7136.021271,6531.440044,7088.799492,33497785089,1.26464E+11
Apr-15-2020,6860.026011,6915.825191,6629.918818,6637.791816,26821228376,1.24596E+11
Apr-14-2020,6841.808245,6956.211498,6778.251961,6856.179094,28504195497,1.25895E+11
Apr-13-2020,6925.828476,6925.828476,6651.140958,6837.42254,31953029026,1.23588E+11
Apr-12-2020,6873.738524,7151.799963,6797.613535,6977.230636,25365748776,1.27015E+11
Apr-11-2020,6870.159673,6930.589448,6773.981141,6869.586552,30015475132,1.25695E+11
Apr-10-2020,7287.828929,7291.256766,6773.425902,6859.833737,32004749572,1.27758E+11
Apr-09-2020,7350.847013,7355.680725,7166.887911,7293.58436,28609068745,1.33591E+11
Apr-08-2020,7197.669188,7376.150589,7171.114164,7352.328771,32753738689,1.3353E+11
Apr-07-2020,7317.027619,7428.30619,7122.743854,7198.770192,39144962206,1.33818E+11
Apr-06-2020,6789.732157,7291.003705,6789.732139,7279.161792,31594108803,1.29473E+11
Apr-05-2020,6847.44595,6874.528639,6710.016206,6789.732165,25269670113,1.24308E+11
Apr-04-2020,6733.667481,6867.941778,6693.177965,6847.730055,27880150848,1.23733E+11
Apr-03-2020,6797.838574,7009.42559,6630.440002,6733.747735,37167518959,1.24606E+11
Apr-02-2020,6591.466748,7112.018153,6572.988866,6807.465142,35949707671,1.22725E+11
Apr-01-2020,6419.060999,6601.951969,6176.881757,6598.287015,25637412067,1.15302E+11
Mar-31-2020,6397.716177,6496.83391,6358.758001,6431.262413,27431559375,1.17897E+11
Mar-30-2020,5900.006585,6546.928547,5877.928855,6424.078447,27021350125,1.14502E+11
Mar-29-2020,6241.95689,6241.95689,5908.106132,5917.297073,23647684302,1.11752E+11
Mar-28-2020,6378.656392,6378.656392,6073.035098,6239.838832,27085157179,1.13827E+11
Mar-27-2020,6736.947799,6820.942204,6377.749564,6377.749564,28806208013,1.22203E+11
Mar-26-2020,6679.399747,6750.800609,6563.679185,6736.291779,29627849181,1.21738E+11
Mar-25-2020,6740.887504,6909.427938,6509.137357,6681.336594,37094888214,1.21547E+11
Mar-24-2020,6465.057236,6776.05115,6390.800015,6736.044984,41093254550,1.21098E+11
Mar-23-2020,5836.556173,6500.702807,5769.09003,6467.459038,48057935733,1.11429E+11
Mar-22-2020,6162.351079,6385.923936,5796.488313,5843.158786,49039501835,1.12188E+11
Mar-21-2020,6211.467473,6428.249246,5921.284296,6149.798351,74321910267,1.12729E+11
Mar-20-2020,6163.652016,6845.323911,5816.372412,6192.309975,82173623931,1.15936E+11
Mar-19-2020,5363.797911,6373.372919,5280.25082,6160.004718,46227050479,1.04549E+11
Mar-18-2020,5322.867474,5396.969402,5047.756899,5365.581534,30708432421,95631779591
Mar-17-2020,5008.440359,5446.809002,4968.735364,5362.320407,36376336244,95525363027
Mar-16-2020,5374.039138,5374.039138,4528.29957,5022.578106,33030427612,90499353955
Mar-15-2020,5200.9682,5832.913923,5168.397856,5381.745247,26391424072,96195556705
Mar-14-2020,5585.038431,5611.991974,5120.784387,5212.979298,41904880597,97722102310
Mar-13-2020,4799.696383,5891.890069,4003.591032,5518.647281,60723203715,95005002273
Mar-12-2020,7932.112312,7953.436635,4684.824346,4724.392684,38263176500,1.21163E+11
Mar-11-2020,7897.141265,7963.670417,7627.475829,7931.347543,32035157696,1.41971E+11
Mar-10-2020,7933.949977,8139.026941,7794.19417,7900.821326,34726963415,1.43809E+11
Mar-09-2020,8045.081283,8132.647863,7664.882826,7915.672115,37959208550,1.42579E+11
Mar-08-2020,8898.958237,8898.958237,8042.736084,8042.736084,33505674162,1.55088E+11
Mar-07-2020,9133.485034,9167.919947,8869.500326,8898.942078,34911099915,1.63526E+11
Mar-06-2020,9062.478818,9150.674744,9007.385122,9129.266628,33574313953,1.64283E+11
Mar-05-2020,8756.306452,9136.660962,8756.306452,9051.139212,28798098411,1.62918E+11
Mar-04-2020,8762.362408,8839.479071,8554.100335,8749.500222,29780398865,1.58496E+11
Mar-03-2020,8907.408057,8907.408057,8679.939335,8772.476037,31679555793,1.59017E+11
Mar-02-2020,8549.340701,8956.124737,8518.222266,8900.06855,29111523359,1.58184E+11
Mar-01-2020,8550.541952,8710.274182,8426.707718,8557.504358,25805457968,1.54883E+11
Feb-29-2020,8750.144606,8783.127594,8569.467785,8569.467785,28569338389,1.56921E+11
Feb-28-2020,8812.547056,8892.751476,8477.509711,8731.610771,31653812955,1.57412E+11
Feb-27-2020,8695.374108,8975.439388,8565.953034,8775.595016,37863755310,1.59197E+11
Feb-26-2020,9327.16578,9368.457957,8692.901591,8829.543593,35462874216,1.63788E+11
Feb-25-2020,9662.360387,9905.852192,9315.476124,9358.38862,34745765384,1.71785E+11
Feb-24-2020,9953.140109,9972.513507,9518.287043,9664.370232,33711384527,1.7591E+11
Feb-23-2020,9663.2508,9951.126734,9663.2508,9923.65932,29496972973,1.78039E+11
Feb-22-2020,9683.663803,9700.679433,9582.977249,9667.521623,29322369850,1.74532E+11
Feb-21-2020,9600.491437,9746.933194,9576.364242,9683.453206,33072200100,1.75008E+11
Feb-20-2020,9612.456348,9656.516877,9483.963622,9612.392632,38453745129,1.73335E+11
Feb-19-2020,10152.93976,10214.65317,9603.340861,9621.766806,37096619903,1.82314E+11
Feb-18-2020,9700.842005,10209.58607,9620.499125,10144.8965,38169582164,1.7777E+11
Feb-17-2020,9939.757985,9940.394815,9481.850577,9711.996028,39598298474,1.75667E+11
Feb-16-2020,9908.084222,10032.34309,9687.006103,9969.23568,36525467234,1.79093E+11
Feb-15-2020,10328.11501,10366.43784,9862.309991,9903.077897,35159749255,1.83357E+11
Feb-14-2020,10229.15008,10360.53208,10110.83426,10327.51233,38621696718,1.85325E+11
Feb-13-2020,10313.9112,10458.55068,10104.98797,10225.41526,40279999809,1.85753E+11
Feb-12-2020,10220.50892,10396.60574,10220.50892,10327.55459,37536325031,1.86429E+11
Feb-11-2020,9859.706677,10283.60936,9729.947876,10229.7009,32344589624,1.79739E+11
Feb-10-2020,10128.72389,10154.3998,9787.316091,9869.436912,32809761670,1.79314E+11
Feb-09-2020,9890.510299,10136.29238,9882.112054,10128.75028,30830691931,1.81867E+11
Feb-08-2020,9878.102326,9911.33486,9678.528906,9899.911944,27781716513,1.77359E+11
Feb-07-2020,9760.277761,9871.278061,9747.32268,9820.295542,31575968441,1.77054E+11
Feb-06-2020,9605.879402,9835.472653,9541.800637,9754.078412,33460093620,1.75263E+11
Feb-05-2020,9175.37744,9684.328804,9163.041623,9602.309743,27369542845,1.70353E+11
Feb-04-2020,9299.273916,9337.172943,9116.753964,9187.070016,25453389344,1.66715E+11
Feb-03-2020,9332.390335,9545.342885,9253.044318,9302.362658,28287364413,1.68966E+11
Feb-02-2020,9382.886003,9451.075249,9222.505435,9339.574889,25513782426,1.69577E+11
Feb-01-2020,9345.862972,9448.900119,9307.566841,9386.105652,24669132631,1.69637E+11
Jan-31-2020,9498.823463,9512.289712,9236.475529,9336.132885,29879074256,1.69249E+11
Jan-30-2020,9295.295574,9554.568011,9226.934035,9503.268,27862509999,1.69567E+11
Jan-29-2020,9361.341369,9399.970874,9264.581115,9304.918064,31677015379,1.68807E+11
Jan-28-2020,8896.167779,9334.836393,8896.167779,9334.836393,28386922234,1.63463E+11
Jan-27-2020,8603.445992,8949.882036,8595.699982,8895.603628,21864918500,1.57923E+11
Jan-26-2020,8350.912434,8602.21977,8317.574929,8591.002876,17062357024,1.5281E+11
Jan-25-2020,8428.523168,8443.511628,8284.916896,8366.208771,18942559762,1.5086E+11
Jan-24-2020,8410.044844,8512.004663,8243.925764,8440.287026,21819201522,1.51938E+11
Jan-23-2020,8678.100848,8679.203318,8314.340391,8391.607957,21694293542,1.53092E+11
Jan-22-2020,8734.172884,8785.16948,8628.2277,8672.801079,21487927494,1.57068E+11
Jan-21-2020,8638.623747,8760.412471,8531.709622,8747.38185,21133613686,1.56594E+11
Jan-20-2020,8706.122036,8739.5969,8540.670356,8639.19622,25527853491,1.56573E+11
Jan-19-2020,8925.609579,9170.718171,8587.80198,8697.342225,29631647239,1.60142E+11
Jan-18-2020,8914.238456,8970.022162,8821.668809,8929.544857,29485862976,1.6092E+11
Jan-17-2020,8725.24886,8985.126764,8675.456403,8921.648281,29962458960,1.60221E+11
Jan-16-2020,8814.531199,8840.12184,8606.312633,8722.037088,30633889567,1.57033E+11
Jan-15-2020,8818.537331,8875.853271,8409.183692,8807.632434,41907940747,1.58049E+11
Jan-14-2020,8106.52195,8844.280645,8106.52195,8838.564862,30880804632,1.54878E+11
Jan-13-2020,8174.754398,8176.991753,8065.08032,8116.96951,20209676488,1.46623E+11
Jan-12-2020,8031.849295,8168.956023,7979.109216,8164.590608,23264705658,1.46766E+11
Jan-11-2020,8173.01379,8249.130107,8024.156862,8024.791559,29273068672,1.46762E+11
Jan-10-2020,7821.63355,8160.413567,7699.7602,8160.413567,25445878088,1.42683E+11
Jan-09-2020,8047.810852,8047.810852,7781.210634,7829.06324,27423415908,1.42893E+11
Jan-08-2020,8152.750894,8431.806289,7889.175446,8055.759827,32572235031,1.48885E+11
Jan-07-2020,7751.389284,8173.268895,7751.389284,8155.216395,26898528961,1.43244E+11
Jan-06-2020,7361.7126,7764.21795,7357.585483,7764.21795,20385990288,1.36279E+11
Jan-05-2020,7356.75913,7475.155226,7341.456686,7352.362745,18782091517,1.34419E+11
Jan-04-2020,7324.098145,7373.794397,7290.638622,7358.491964,22091911757,1.32599E+11
Jan-03-2020,6967.511073,7384.887333,6891.532175,7317.184074,23323885156,1.30663E+11
Jan-02-2020,7214.705283,7222.856261,6953.660848,6968.274896,16978615552,1.28457E+11
Jan-01-2020,7196.614648,7252.034228,7182.140636,7213.918462,17174701193,1.30563E+11
Dec-31-2019,7245.200685,7300.392728,7155.958221,7202.624251,19231685731,1.30636E+11
Dec-30-2019,7388.393119,7397.633413,7234.181931,7245.988923,20205730609,1.32319E+11
Dec-29-2019,7312.006786,7487.899094,7257.396558,7386.37606,18316582002,1.32889E+11
Dec-28-2019,7248.512129,7347.520016,7242.85338,7312.04457,19186434309,1.32122E+11
Dec-27-2019,7209.301104,7260.341054,7111.398497,7246.422425,20987495731,1.30392E+11
Dec-26-2019,7206.513103,7407.990908,7170.482251,7211.341194,17261944405,1.30803E+11
Dec-25-2019,7259.115864,7263.235588,7146.059773,7205.380688,18541417894,1.30607E+11
Dec-24-2019,7327.790252,7408.11847,7180.371933,7240.620333,21901304372,1.32101E+11
Dec-23-2019,7492.450298,7664.109375,7292.652163,7329.609334,23553693248,1.35673E+11
Dec-22-2019,7140.320262,7482.961456,7130.735076,7482.961456,15859553797,1.30626E+11
Dec-21-2019,7189.186326,7189.186326,7130.787126,7138.888884,17216556748,1.29336E+11
Dec-20-2019,7149.884817,7210.140664,7098.240014,7185.155244,19090224845,1.29413E+11
Dec-19-2019,7270.845254,7335.823832,7059.44913,7150.376098,27989461215,1.2929E+11
Dec-18-2019,6621.87189,7310.394958,6455.524826,7275.754884,23544326242,1.22466E+11
Dec-17-2019,6898.577591,6925.012567,6589.119305,6624.129258,17871010704,1.23006E+11
Dec-16-2019,7118.479133,7138.605286,6859.198078,6902.888388,14930223069,1.27437E+11
Dec-15-2019,7072.383785,7155.337433,7026.946126,7120.922418,14644394191,1.28335E+11
Dec-14-2019,7257.669869,7268.67904,7035.598502,7078.955219,14111391072,1.29696E+11
Dec-13-2019,7197.053043,7289.915898,7195.239547,7255.126877,14598717509,1.30834E+11
Dec-12-2019,7204.510776,7251.319703,7122.427523,7202.460793,16462585928,1.29835E+11
Dec-11-2019,7227.631557,7265.968523,7161.674785,7199.716155,16414726727,1.30504E+11
Dec-10-2019,7348.373908,7388.386963,7191.154971,7233.814525,18266169084,1.3212E+11
Dec-09-2019,7511.276363,7580.073106,7315.434945,7350.418118,15758507373,1.34907E+11
Dec-08-2019,7495.49807,7544.0786,7395.935569,7516.676668,14839255940,1.35363E+11
Dec-07-2019,7529.891568,7571.745152,7488.402965,7496.125958,17516422533,1.36067E+11
Dec-06-2019,7388.417904,7532.610987,7328.711289,7532.610987,18201556007,1.33823E+11
Dec-05-2019,7200.13978,7456.145389,7188.051036,7386.510063,21771942873,1.32494E+11
Dec-04-2019,7297.072604,7551.495024,7118.390082,7216.456163,17283223592,1.31562E+11
Dec-03-2019,7307.988592,7384.127711,7267.859219,7300.208311,14980928828,1.32345E+11
Dec-02-2019,7405.658938,7419.104008,7209.443282,7315.108657,17497508155,1.32231E+11
Dec-01-2019,7551.709861,7551.709861,7276.632369,7417.184162,19448581691,1.33057E+11
Nov-30-2019,7743.650338,7776.992171,7481.732584,7548.613483,18558072917,1.38308E+11
Nov-29-2019,7434.173194,7797.008351,7431.608269,7740.415549,19637751266,1.37457E+11
Nov-28-2019,7514.018761,7616.178611,7405.172244,7442.795358,23196231679,1.35794E+11
Nov-27-2019,7161.296598,7628.132238,6885.235982,7502.033156,21528088249,1.30984E+11
Nov-26-2019,7126.953914,7312.507516,7058.832882,7169.264738,25274129965,1.29101E+11
Nov-25-2019,6931.499194,7345.91293,6583.225112,7133.946458,28072860618,1.25899E+11
Nov-24-2019,7310.162693,7325.983704,6932.313157,6932.313157,19688077433,1.29213E+11
Nov-23-2019,7278.817251,7332.279035,7108.065159,7316.797515,28070277490,1.3071E+11
Nov-22-2019,7632.87377,7688.688082,6915.817984,7290.351828,28409580486,1.32784E+11
Nov-21-2019,8101.95212,8126.008723,7574.878248,7631.016803,19580512635,1.42189E+11
Nov-20-2019,8138.290662,8179.756406,8066.844847,8097.187492,18743906406,1.46513E+11
Nov-19-2019,8204.164187,8216.662931,8043.453752,8134.76958,21641717591,1.4693E+11
Nov-18-2019,8504.159202,8504.159202,8177.459129,8211.789693,18122849024,1.51684E+11
Nov-17-2019,8498.554736,8591.874089,8420.023738,8503.049435,16068981644,1.53815E+11
Nov-16-2019,8477.049472,8524.798061,8457.825819,8497.411045,18266153675,1.53144E+11
Nov-15-2019,8659.294178,8726.808563,8450.877864,8474.539002,19571089078,1.54557E+11
Nov-14-2019,8783.686953,8794.527283,8620.686438,8662.422431,18018026601,1.56751E+11
Nov-13-2019,8807.509312,8807.509312,8727.530744,8785.801623,18311776805,1.58126E+11
Nov-12-2019,8737.614064,8823.837603,8630.703843,8801.603779,18549053911,1.57865E+11
Nov-11-2019,9037.812387,9064.516857,8657.677709,8732.154123,21474225431,1.59019E+11
Nov-10-2019,8814.218854,9084.836687,8769.040651,9043.004449,18865154159,1.60406E+11
Nov-09-2019,8790.379451,8878.660849,8761.105475,8818.432264,20903331342,1.59149E+11
Nov-08-2019,9217.490864,9252.359776,8741.358472,8791.640946,22392277632,1.62396E+11
Nov-07-2019,9320.858527,9351.507682,9154.517522,9219.011987,21386732951,1.66692E+11
Nov-06-2019,9305.755651,9407.765235,9264.370002,9329.520807,22773683291,1.68097E+11
Nov-05-2019,9383.924655,9427.610415,9199.030247,9311.283797,25633993748,1.68167E+11
Nov-04-2019,9201.271373,9465.447837,9140.776085,9389.905541,20013705970,1.66673E+11
Nov-03-2019,9289.892888,9353.715863,9106.312351,9205.743201,19491017666,1.66092E+11
Nov-02-2019,9229.521818,9337.917917,9206.694125,9290.257019,21641092219,1.66975E+11
Nov-01-2019,9147.03537,9259.64492,9061.564215,9225.753942,23423542843,1.64829E+11
Oct-31-2019,9155.155924,9326.323804,8977.505325,9154.923648,24122194386,1.65062E+11
Oct-30-2019,9408.955443,9408.955443,9041.091175,9162.391745,27636488312,1.6565E+11
Oct-29-2019,9232.769631,9503.154821,9195.925004,9411.885318,28823080713,1.68919E+11
Oct-28-2019,9535.718921,9820.904166,9234.267439,9234.267439,35593127803,1.70469E+11
Oct-27-2019,9235.005228,9722.660858,9096.936235,9544.094411,33550698245,1.69004E+11
Oct-26-2019,8652.608009,10112.45209,8651.282624,9235.929531,46466597085,1.67435E+11
Oct-25-2019,7432.693138,8678.88228,7421.365392,8651.13445,18738952734,1.41683E+11
Oct-24-2019,7480.706886,7500.371453,7377.740725,7440.037915,18981331416,1.34167E+11
Oct-23-2019,8036.487927,8052.26433,7398.577412,7469.521063,17812755886,1.39696E+11
Oct-22-2019,8215.031227,8278.600259,8027.920376,8040.006229,15044562473,1.47576E+11
Oct-21-2019,8211.3414,8269.43758,8162.813049,8212.771665,15370372085,1.47892E+11
Oct-20-2019,7954.616127,8254.275408,7900.438614,8202.005473,13689730160,1.44207E+11
Oct-19-2019,7952.31,8026.427782,7916.211745,7950.124308,13469121764,1.43247E+11
Oct-18-2019,8073.200475,8108.729808,7880.418128,7955.464771,14689333202,1.43396E+11
Oct-17-2019,8003.417786,8112.721654,7948.820153,8075.178241,14962001431,1.44617E+11
Oct-16-2019,8174.179979,8182.888776,7951.452174,8008.809279,14890138553,1.45296E+11
Oct-15-2019,8348.315576,8386.856511,8144.317721,8174.781558,14132500732,1.48809E+11
Oct-14-2019,8289.073815,8363.63114,8237.658241,8347.201506,13897961307,1.49458E+11
Oct-13-2019,8310.145411,8435.447811,8246.244359,8294.599727,12414944134,1.50182E+11
Oct-12-2019,8274.654085,8386.981475,8274.654085,8314.921537,15846192935,1.49864E+11
Oct-11-2019,8559.836002,8712.408923,8272.024051,8272.024051,18640375940,1.51001E+11
Oct-10-2019,8566.6565,8626.435858,8451.919833,8556.950238,19365691564,1.53569E+11
Oct-09-2019,8182.596584,8627.959232,8128.889729,8572.837276,16434316987,1.49756E+11
Oct-08-2019,8193.897663,8311.881017,8134.994324,8189.796865,17158691138,1.47512E+11
Oct-07-2019,7884.202457,8276.593674,7819.252218,8196.15196,15412261526,1.44496E+11
Oct-06-2019,8132.042462,8146.147352,7850.254888,7876.455218,12147006811,1.43559E+11
Oct-05-2019,8151.390497,8163.928569,8044.380024,8130.134393,12177117327,1.45673E+11
Oct-04-2019,8229.143723,8229.143723,8075.794879,8155.655359,13744039776,1.46442E+11
Oct-03-2019,8355.824455,8379.401244,8105.824458,8232.129998,13113453371,1.48051E+11
Oct-02-2019,8299.647676,8361.919233,8179.062792,8361.919233,14388816765,1.48269E+11
Oct-01-2019,8286.791706,8477.499526,8200.939202,8294.743597,16884676152,1.49953E+11
Sep-30-2019,8062.303348,8282.996851,7773.497354,8269.028682,15981733907,1.44999E+11
Sep-29-2019,8209.160822,8222.00628,7955.684336,8068.668738,14168854496,1.45054E+11
Sep-28-2019,8184.574473,8227.632773,8048.83381,8208.595988,15915683881,1.46537E+11
Sep-27-2019,8075.4011,8239.784966,7909.344811,8183.569872,19787032948,1.44616E+11
Sep-26-2019,8438.845674,8457.814133,7871.665874,8077.936354,19967083144,1.48467E+11
Sep-25-2019,8553.72895,8743.916534,8270.461934,8439.84619,27962840288,1.51778E+11
Sep-24-2019,9721.510104,9792.64952,8137.460768,8588.424906,18185819269,1.69859E+11
Sep-23-2019,10038.94794,10047.49588,9696.20408,9719.397019,13850095066,1.77709E+11
Sep-22-2019,10002.15061,10070.52032,9876.651282,10050.18754,13655833633,1.79297E+11
Sep-21-2019,10176.71511,10180.77682,9977.08451,10006.06533,14315188552,1.80516E+11
Sep-20-2019,10238.55457,10255.15857,10112.37881,10179.86223,17567944594,1.82649E+11
Sep-19-2019,10161.16398,10261.57549,9781.984662,10241.6088,18012950601,1.79251E+11
Sep-18-2019,10210.08059,10252.14147,10149.69344,10164.1019,16142256176,1.83021E+11
Sep-17-2019,10273.27752,10273.27752,10171.82514,10208.16582,15064900672,1.83477E+11
Sep-16-2019,10314.92992,10362.12249,10147.91192,10268.65798,13123396167,1.84133E+11
Sep-15-2019,10349.13269,10368.31104,10283.33182,10313.44353,13739377464,1.8505E+11
Sep-14-2019,10344.9184,10420.20005,10273.60958,10353.5498,13898257972,1.85336E+11
Sep-13-2019,10406.99906,10423.77425,10193.3349,10346.59919,15002494698,1.84854E+11
Sep-12-2019,10162.81818,10430.54929,10068.62141,10387.51484,16347803276,1.83274E+11
Sep-11-2019,10124.2848,10204.34252,9973.087326,10159.72047,16657146339,1.80807E+11
Sep-10-2019,10315.9265,10382.4894,10012.01296,10132.5448,16619929906,1.83526E+11
Sep-09-2019,10408.89018,10442.76118,10135.67689,10322.05761,16277428931,1.84736E+11
Sep-08-2019,10470.34108,10572.52036,10326.63608,10410.18764,15786963429,1.87264E+11
Sep-07-2019,10317.83283,10530.94637,10315.2287,10477.09484,18960923057,1.86537E+11
Sep-06-2019,10571.99189,10887.87425,10259.58924,10339.45563,17760403182,1.90658E+11
Sep-05-2019,10570.59894,10624.40247,10503.8661,10574.49954,17860080130,1.89126E+11
Sep-04-2019,10586.04149,10766.86035,10405.0457,10578.32021,19392131164,1.888E+11
Sep-03-2019,10328.87321,10727.32777,10279.70414,10603.09546,20169687097,1.8786E+11
Sep-02-2019,9719.555389,10399.88566,9716.073543,10329.85905,14047005765,1.77459E+11
Sep-01-2019,9607.181476,9759.435329,9566.218394,9716.72191,11427639954,1.72254E+11
Aug-31-2019,9588.047563,9657.900632,9501.605978,9609.787647,14425731110,1.71856E+11
Aug-30-2019,9499.878802,9640.946925,9409.399994,9582.255358,16140852543,1.70987E+11
Aug-29-2019,9755.83922,9755.83922,9388.612159,9493.755389,20617835158,1.70782E+11
