date,open,high,low,close,volume,bodysize,shadowsize,sma_3,rsi_3,Min_3,Max_3,volume_3,percentChange_3,RelativeSize_sma_3,Diff_3,sma_8,rsi_8,Min_8,Max_8,volume_8,percentChange_8,RelativeSize_sma_8,Diff_8,sma_21,rsi_21,Min_21,Max_21,volume_21,percentChange_21,RelativeSize_sma_21,Diff_21,sma_55,rsi_55,Min_55,Max_55,volume_55,percentChange_55,RelativeSize_sma_55,Diff_55,sma_144,rsi_144,Min_144,Max_144,volume_144,percentChange_144,RelativeSize_sma_144,Diff_144,sma_377,rsi_377,Min_377,Max_377,volume_377,percentChange_377,RelativeSize_sma_377,Diff_377,WeekDay,Day,result
1970-01-01 00:26:48.422400,23871.5,24297.7,23084.9,23480.7,5876.10037185,-390.7999999999993,1212.7999999999993,23494.233333333337,78.81476244281835,22308.2,24297.7,6060.72190886666,0.02867319133276669,0.9994239721236557,654.5,21571.48750000001,79.84579545412717,18712.6,24297.7,7806.5364522650025,0.24851517262281386,1.0885062979546491,4673.799999999999,19908.990476190473,72.58921508431752,16660.0,24297.7,6877.867487548101,0.29055962889272413,1.179401839991887,5286.5,17569.881818181824,68.87511334151733,12900.0,24297.7,6992.4272905738135,0.7951605504587156,1.3364176403111312,10400.7,13680.181250000001,63.40367388537732,9850.0,24297.7,4997.446644928822,1.113816820006842,1.7164026975154294,12372.5,10459.37824933688,57.537939638695256,3913.1,24297.7,6154.765485809187,2.2014043220396755,2.2449422365510747,16146.2,3,1,0
1970-01-01 00:26:48.508800,23480.8,24090.0,21885.6,22716.1,10783.18264979,-764.7000000000007,2204.4000000000015,23356.100000000006,49.53533005007168,21885.6,24297.7,7638.136941579993,-0.0179157389593827,0.9725981649333576,-414.40000000000146,22015.48750000001,67.95668560700383,19002.0,24297.7,8561.882823110001,0.18534655945230938,1.031823619622322,3552.0,20052.228571428568,67.68215186482107,17572.0,24297.7,6749.161041004766,0.15262759981936358,1.1328466518862172,3008.0,17734.72727272728,66.44997191961596,12900.0,24297.7,7050.324355492359,0.6642319188840697,1.280882398171025,9066.499999999998,13760.745833333334,62.26441167038005,9850.0,24297.7,5037.18922110035,1.0437704682045559,1.6507898826947058,11601.3,10500.483819628658,57.094201253208325,3913.1,24297.7,6172.984958846694,2.146579308243181,2.163338412801186,15496.8,3,1,1
1970-01-01 00:26:48.595200,22724.6,23837.0,22354.2,23828.2,5728.00766789,1103.6000000000022,1482.7999999999993,23341.66666666667,72.12674913527316,21885.6,24297.7,7462.430229843326,-0.001813878474331232,1.0208439842913244,-43.29999999999927,22583.87500000001,74.31425311466857,19048.9,24297.7,8883.728514005,0.23583198054052956,1.0550979404553023,4547.100000000002,20292.48095238095,70.70642350884503,17572.0,24297.7,6412.873150959528,0.268611343296296,1.1742378891923613,5045.299999999999,17926.340000000004,68.11324494899159,12975.0,24297.7,7004.214666296541,0.7930095187930322,1.3292283868318908,10538.7,13847.356944444446,63.2320535282461,9850.0,24297.7,5039.523768272503,1.0982546978742889,1.7207760365821916,12472.0,10544.585145888606,57.57139473258572,3913.1,24297.7,6180.640319435871,2.3085531796723133,2.259756990941531,16626.2,3,1,0
1970-01-01 00:26:48.681600,23823.0,24080.0,22629.2,23226.7,8830.55195551,-596.2999999999993,1450.7999999999993,23257.000000000004,52.910098490783426,21885.6,24090.0,8447.247424396659,-0.010817394711401307,0.9986971664445112,-254.0,23057.25000000001,66.19589265272967,19302.4,24297.7,9295.128576481251,0.1948075330380612,1.0073490984397528,3787.0,20482.73333333333,67.13837868985448,17572.0,24297.7,6509.539504355717,0.20774878583982437,1.1339648679700953,3995.2999999999993,18103.860000000004,66.30248376690989,13131.0,24297.7,7063.863788197813,0.725211875422451,1.282969488274876,9763.6,13926.640277777778,62.361098909916066,9850.0,24297.7,5052.683240052643,0.9667143667600913,1.6677891822237976,11416.800000000001,10587.12254641911,57.226235904071444,3913.1,24297.7,6192.692206429717,2.2303723174921073,2.1938633371024863,16036.6,3,1,1
1970-01-01 00:26:48.768000,23225.5,23750.0,22723.0,23718.6,4800.52521058,493.09999999999854,1027.0,23591.166666666668,64.50930519978522,22354.2,24080.0,6453.028277993326,0.04413169514133153,1.0054017393515933,1002.5,23349.81250000001,69.32757342905485,21264.4,24297.7,8414.734378133751,0.10948119804847023,1.0157940240419485,2340.5,20685.93809523809,68.50317758598382,17572.0,24297.7,6497.863168449051,0.21938379439934597,1.1466049975978623,4267.299999999999,18288.43454545455,67.03248885518994,13218.3,24297.7,7033.547591827085,0.7482567995872336,1.2969180025249931,10151.599999999999,14014.497916666667,62.78324655508073,9850.0,24297.7,5022.8033265336835,1.143163068915976,1.692433089007975,12651.499999999998,10630.80079575598,57.435480699569574,3913.1,24297.7,6197.732059246267,2.2706738923592438,2.231120726998188,16466.699999999997,3,1,1
1970-01-01 00:26:48.854400,23718.7,24777.7,23410.8,24698.6,6178.77951455,979.8999999999978,1366.9000000000015,23881.300000000003,79.55731279325553,22629.2,24777.7,6603.285560213325,0.0365281473212411,1.0342234300477777,870.3999999999978,23583.86250000001,74.6704657190133,21885.6,24777.7,6812.901590615002,0.08202854614434285,1.0472669606176677,1872.3999999999978,20973.21428571428,71.0208747999138,17572.0,24777.7,6514.27567005429,0.32320072003343014,1.1776258833546194,6032.799999999999,18486.42545454546,68.4206790299994,13218.3,24777.7,7049.850645691266,0.7885742010703085,1.3360397909660293,10889.499999999998,14107.979166666668,63.60223515837836,9850.0,24777.7,5032.834032523337,1.1979123098965054,1.7506830502242374,13461.3,10677.567639257306,57.84739265407906,3913.1,24777.7,6206.77290859961,2.4946727980191015,2.313129809563814,17631.1,3,1,0
1970-01-01 00:26:48.940800,24703.8,26800.0,24500.0,26441.2,9648.05536731,1737.4000000000015,2300.0,24952.800000000003,90.40658522723426,22723.0,26800.0,6875.786697479992,0.13839675890246994,1.0596486165881183,3214.5,23997.70000000001,81.29268236859424,21885.6,26800.0,7262.541317572502,0.14313136335141907,1.1018222579663879,3310.7000000000007,21320.271428571425,74.78419014645766,17572.0,26800.0,6860.641745007148,0.3805252440870883,1.2401905899080623,7288.200000000001,18716.947272727277,70.65831013590162,13218.3,26800.0,7183.4132622543575,0.9212497729336966,1.4126876362219516,12678.7,14213.838194444446,64.98207252166802,9850.0,26800.0,5076.129473986322,1.3613485152935922,1.8602434921719233,15243.7,10728.834217506643,58.5623448012341,3913.1,26800.0,6226.136614975472,2.7169405513305316,2.4644988881322165,19327.5,3,1,0
1970-01-01 00:26:49.027200,26442.2,28353.2,25634.6,26251.4,14257.99861732,-190.79999999999927,2718.600000000002,25797.06666666667,83.19318330591794,23410.8,28353.2,10028.277833059992,0.10678539205518045,1.017611821499085,2532.800000000003,24295.18750000001,78.73050230429047,21885.6,28353.2,8262.900169350001,0.09969629055568352,1.0805185183279606,2379.9000000000015,21646.86666666666,73.689779287567,17572.0,28353.2,7410.184505202863,0.3536603602349313,1.2127113084880647,6858.5,18947.594545454547,70.10722851115979,13305.0,28353.2,7348.992930578721,0.9351162482124167,1.3854740208327716,12685.600000000002,14314.57013888889,64.71299980036034,9850.0,28353.2,5138.818209477573,1.2349225268176403,1.8338937002852715,14505.400000000001,10780.225994694973,58.45407201677572,3913.1,28353.2,6250.420947647647,2.817441505373217,2.4351437542142906,19374.7,3,1,1
1970-01-01 00:26:49.113600,26238.0,27460.9,26056.4,27029.5,7871.34149982,791.5,1404.5,26574.033333333336,88.72516493533605,24500.0,28353.2,10592.465161483326,0.09437377017320836,1.017139538471766,2330.9000000000015,24738.78750000001,81.4672195493916,21885.6,28353.2,8512.305310346252,0.15113689114890105,1.0925959891930834,3548.7999999999993,22020.719047619044,75.24894683875573,17572.0,28353.2,7635.5643474514345,0.4093573044956358,1.2274576475704377,7850.9000000000015,19184.098181818183,71.05000619837162,13540.7,28353.2,7400.488185089267,0.9276769031080176,1.408953381275818,13007.7,14420.528472222222,65.30605545933176,9850.0,28353.2,5162.806400209586,1.2961814552096165,1.8743765217804613,15258.0,10834.386206896563,58.76742513236133,3913.1,28353.2,6255.036554998336,3.088502669752386,2.4947883049244206,20418.4,3,1,1
1970-01-01 00:26:49.200000,27028.9,27400.0,25850.0,27376.2,8698.45260361,347.2999999999993,1550.0,26885.7,90.75826388083996,25634.6,28353.2,10275.930906916657,0.035361481324599486,1.0182438991731664,935.0,25321.30000000001,82.60684326676567,22354.2,28353.2,8251.714054573751,0.20514524940460732,1.0811530213693605,4660.100000000002,22451.942857142854,75.91666419203699,17572.0,28353.2,7745.6802383742925,0.49429327802188805,1.21932432191678,9055.7,19424.33272727273,71.45852020860978,14120.1,28353.2,7422.556791909813,0.9328969943445384,1.409376599154032,13212.900000000001,14530.061111111114,65.5657223468738,9850.0,28353.2,5186.650006944308,1.3593053819968115,1.88410769856057,15772.7,10887.67082228118,58.90589555100822,3913.1,28353.2,6248.367963671387,2.7563907298398718,2.514422087778013,20088.300000000003,3,1,0
