0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
-10.245314791543546,-4.334597707260792,8.730170006962965,2.1338536436578064,-6.248912583484553,-1.0773382330188486,-3.1898185046418788,-0.5471673870420839,-2.8274842949309185,-3.6648097991418176,-2.841491817008362,-3.504103778220703,12.57302558920164,-9.13445274201329,0.631143738595969,-3.4984505742885497,14.633923887895554,-1.5913844577507155,27.81161901748345,11.872051356507873,25.39679756609011,-5.640673529698966,-26.128864908736496,14.575857894332877,55.86036111473171,0.08890487679998546,7.662671723536579,4.702567883470442,-84.37668476186101,10.122353129984717,-175.287206080403,-136.603229859172,3.933856517702128,-35.46447683456095
-10.501388635630665,-4.473482865373712,8.496478218500783,1.4192854864547328,-7.158882587580983,-2.1959899019426623,-0.6798533820657837,-0.4160555363857216,-0.4725047947012943,-4.0052319120811095,-3.5031389263531736,-4.516065325608893,12.590012114018496,-7.336827077741618,1.0908302870892468,-3.474331347807778,14.583226397269184,-1.434614629196747,27.732248459952462,11.745254414776287,27.35536946685333,-6.641190876954274,-25.23190900025389,15.750135425146597,59.414206525339885,-0.6336956193423581,12.067294287871276,4.521379776674182,-85.24093934157618,10.936491059208452,-183.43215001035526,-141.83169891035305,7.5307956899998265,-34.002620408683654
-11.621272781642025,-4.455005506712399,11.547329184929099,6.51579224991361,-9.298824631944017,1.2959515183896548,-2.463505480827174,1.7773242638000897,5.387402584631974,1.5802112126137395,-3.9990437832320778,3.1566259504454637,16.94645008594198,-10.180598221190778,1.0458111092166782,-4.684826658633842,20.19044623676833,6.411019778150016,32.255664096366736,7.959568518552138,33.31892105651109,-9.412838168149987,-35.73011314340186,14.906367059720932,75.59967940502304,-2.0109571363580288,21.956811670986568,14.380501105859166,-108.13470778098554,7.562174148548219,-218.15803691957933,-177.8914724380901,10.654195639034377,-43.57194639108159
-12.33910186226277,-4.8712169319437315,11.554707034866814,4.397084832952869,-8.705646888608136,-2.5869889859918413,-2.3889117923628946,0.8713367059734091,0.3445264446754623,-2.6623477749132554,-3.6015689274395544,-1.3060161234676662,16.206511236764662,-10.444093773510954,1.7391179732606823,-3.5885106971811673,23.330100068319325,7.5465807396279985,36.33626690257529,7.664689104099434,33.53283762627296,-9.43503655471386,-37.20037223539448,16.885783045150774,81.22524112107095,-2.60854754433677,28.7639839557339,12.442689701548813,-110.50663034758928,8.599597048502197,-230.67539450367335,-188.74076582719266,19.1640031449928,-46.73616905904176
-11.70589918564989,-5.63507562681064,13.848834872315356,9.011287165088914,-5.349987016897163,-3.6448803952574447,-1.0486805913480008,1.2704869263250147,-4.416272334863457,-1.3452603078357233,-1.332531785208043,9.09122376121417,15.730616785599434,-10.724881804411494,0.12340436884490669,-3.189061197077062,21.423762190536017,7.456901178693974,35.046235549957764,5.055500759752786,30.331263037363662,-1.9528592318356353,-27.56777489148742,13.560071296287658,70.97307663469749,-4.0277509605166575,-4.877024443502015,12.202811849023176,-106.0125583307482,10.168156462673128,-228.02661624614646,-179.07937800829106,20.440425658951817,-44.54382651347326
-12.361270796779987,-5.308437986052018,13.4336276145878,6.450987718920516,-8.82356230813033,0.5080049372132575,-2.0576037055084466,-0.061978680819422274,3.075851861190128,-1.091593609486309,-1.6995147247934352,8.195897901403262,17.84528112801323,-11.214232936085892,-2.0755055151401387,-2.0751473920400896,18.36583724433031,2.505281425352639,41.7084504512506,2.950492821629781,28.01152347595646,-7.529182622490832,-25.909483583461547,17.669237291873447,78.43856079435702,-2.362429849212029,10.47764648479414,18.59683996943345,-121.06257146916532,12.637076141263588,-242.96032139496873,-205.57594419862676,17.19317083992098,-48.34236861717953
-13.566539288761707,-5.363633897724504,13.950566316944267,5.144470712026533,-10.590012499987866,1.3059526313841592,-2.620031497714342,-0.5543121153492131,4.823432134589149,-2.3841358912723414,-2.5019579374495904,3.520429210645678,19.53013896854838,-11.758861090225395,-1.8958143707248416,-1.426113362624835,22.116549426509817,4.309561513870765,49.21902412550146,1.3427261270894029,29.387878681763915,-14.416192809462617,-33.14373704604969,22.031846754270415,92.33570921917271,-3.036573922850606,22.91499699049976,28.435161248068795,-144.23443682045166,10.864163781077414,-275.8907383019538,-244.59856221982253,21.098364916110924,-57.78231813307765
-14.850049267221737,-5.67764058679845,15.677700800186471,6.313629418209033,-11.230124950591371,0.44672571109707365,-3.259400801063754,0.1405721391296732,4.012567425408055,-2.698225282759925,-2.7018041986751045,3.051881567889419,21.51869652083746,-13.894299305508882,-1.0203422426916606,-1.6229140154658321,28.799582559148273,10.08009825445504,55.66324863578099,-0.5191152371369514,34.05519887702396,-18.162952815983324,-42.05779019519029,23.666017658830555,108.27857139997275,-3.897633816841875,33.11372054632644,34.95393883892132,-164.0152577680675,8.457786564584449,-313.62626448304627,-280.87854346137266,28.62556315263043,-66.0197555246572
-15.40864401042762,-6.224737093678699,17.275489085656496,7.810892062465792,-9.901121311297116,-2.226096486613698,-3.6741681560057455,1.1346480902974598,0.7730763956237577,-3.25863408973214,-1.3128647370402928,7.401079878863786,21.655941397117324,-14.180619121752704,-1.1872149387136044,-0.975972616327004,31.93850537041732,11.219910240191851,59.07133456917276,-1.9169781123385787,34.43277012037431,-16.801397218927725,-42.8862337183632,23.716384312734828,109.87351154498526,-4.771098458859811,25.608453029822694,39.89948893000028,-173.73109035282633,10.057948952676174,-334.4326703876437,-299.15859415743387,28.359529849535335,-71.37274309942964
-15.45195335256083,-6.655327079985304,16.05071177569634,3.737925460239137,-9.945934944876104,-5.170669659064299,-3.1494796402717413,-0.23439226415660042,-3.4161447201106134,-8.182305962660012,-1.9486800055421947,-1.2860105853903756,19.93573641829944,-13.907841270454757,-1.7870679341730948,0.583394660707927,31.62405528747937,8.113559640638897,60.43772843350583,-0.6706848630793686,33.39132874152867,-16.473977227322518,-39.557608307838926,26.148814613429106,108.92166218087877,-3.536101197927308,28.21814140985412,31.009888434260407,-162.202672522145,12.390633295633922,-337.77884774456834,-292.6317456899011,26.318489350883542,-69.54983660120756
